truck_make,truck_model,truck_year,license_plate,color,fuel_type,transmission,weight_capacity,length,width,height,purchase_date,sale_date,status
Ford,Transit Connect,2011,DEF789,Turquoise,Gasoline,Manual,1009,146,74,64,4/28/2015,10/1/2011,Active
Lincoln,Continental,1994,DEF789,Teal,Gasoline,Automatic,8520,240,54,100,12/25/2013,11/20/2021,Active
Mercedes-Benz,S-Class,1999,ABC123,Green,Electric,Automatic,9601,184,69,90,3/28/2013,11/10/2019,Active
Volkswagen,Scirocco,1985,XYZ456,Khaki,Electric,Automatic,5282,148,63,71,10/30/2011,8/14/2002,Inactive
Toyota,Previa,1997,ABC123,Green,Gasoline,Manual,2640,269,91,80,9/7/2019,5/17/2020,Active
Isuzu,Rodeo,1992,DEF789,Indigo,Electric,Manual,5048,200,71,61,8/26/2016,5/20/2012,Active
Suzuki,Sidekick,1993,ABC123,Red,Electric,Automatic,7944,278,90,82,9/21/2021,9/5/2016,Inactive
Suzuki,SJ,1992,DEF789,Maroon,Electric,Automatic,6720,204,91,89,7/4/2011,7/28/2007,Active
GMC,Envoy,1998,DEF789,Fuscia,Diesel,Automatic,6787,195,95,66,1/9/2003,8/26/2018,Active
Porsche,Boxster,2008,DEF789,Mauv,Gasoline,Manual,8348,203,57,53,8/2/2002,11/5/2004,Active
Dodge,Ram 50,1992,XYZ456,Turquoise,Diesel,Automatic,9996,142,70,69,9/8/2002,10/20/2002,Inactive
Lexus,LX,2009,DEF789,Orange,Electric,Automatic,4092,196,95,52,12/3/2012,12/25/2012,Active
Buick,Park Avenue,2000,XYZ456,Mauv,Gasoline,Automatic,5842,132,67,61,6/26/2019,7/17/2000,Inactive
Isuzu,Hombre Space,1998,XYZ456,Crimson,Diesel,Manual,3772,128,75,99,12/6/2006,3/27/2003,Inactive
Chevrolet,Corvette,1962,XYZ456,Indigo,Gasoline,Automatic,1248,227,54,65,10/11/2007,7/19/2005,Inactive
Mitsubishi,Eclipse,2005,XYZ456,Orange,Electric,Automatic,4603,254,69,54,11/7/2012,5/14/2005,Active
Ford,Crown Victoria,1994,XYZ456,Turquoise,Gasoline,Automatic,3679,249,67,63,6/16/2009,9/28/2009,Active
Cadillac,Catera,2000,ABC123,Pink,Diesel,Manual,6923,287,71,54,2/10/2004,8/31/2014,Inactive
Volkswagen,GTI,2004,ABC123,Khaki,Electric,Automatic,3390,185,99,50,5/9/2010,8/14/2007,Active
Suzuki,SJ,1989,XYZ456,Turquoise,Diesel,Manual,7392,147,100,74,9/25/2006,9/23/2001,Inactive
Kia,Sportage,2008,ABC123,Indigo,Electric,Manual,2044,205,58,97,8/2/2012,1/8/2003,Active
Ford,Aerostar,1992,ABC123,Puce,Gasoline,Automatic,8342,188,60,69,4/17/2005,1/31/2007,Active
Ford,F350,2002,ABC123,Pink,Diesel,Manual,2612,101,79,52,12/20/2004,7/30/2007,Inactive
Subaru,Brat,1985,XYZ456,Turquoise,Diesel,Manual,4687,114,52,54,7/9/2012,10/22/2009,Active
GMC,Savana 1500,2007,ABC123,Khaki,Diesel,Manual,7044,272,95,62,3/8/2010,11/6/2011,Active
Chevrolet,Tracker,2003,XYZ456,Violet,Gasoline,Manual,4830,137,92,93,7/26/2018,5/27/2017,Inactive
Nissan,Titan,2010,DEF789,Goldenrod,Diesel,Automatic,3422,217,64,62,9/15/2019,10/17/2009,Active
Dodge,Caravan,2005,DEF789,Yellow,Diesel,Automatic,8480,176,64,98,1/12/2007,6/14/2020,Active
Chrysler,Pacifica,2005,DEF789,Teal,Diesel,Manual,8433,197,91,69,9/11/2005,2/25/2001,Active
Chevrolet,Express 2500,2004,ABC123,Khaki,Electric,Manual,5638,222,61,56,4/16/2009,1/6/2011,Active
Volkswagen,Passat,1994,XYZ456,Turquoise,Gasoline,Manual,4112,169,99,62,7/19/2002,12/10/2016,Active
Pontiac,Bonneville,1996,XYZ456,Orange,Electric,Automatic,5817,101,57,64,5/26/2013,12/21/2015,Active
Chevrolet,Express 3500,2012,XYZ456,Khaki,Diesel,Manual,5166,246,93,65,5/31/2010,8/8/2016,Active
Lincoln,Town Car,2006,XYZ456,Aquamarine,Diesel,Automatic,6216,191,73,85,4/12/2007,3/20/2005,Inactive
Chevrolet,G-Series 2500,1998,ABC123,Purple,Diesel,Manual,9128,160,70,54,8/18/2016,1/20/2001,Active
Subaru,Loyale,1990,DEF789,Mauv,Diesel,Manual,7156,236,86,57,9/30/2004,2/27/2001,Active
Nissan,Altima,1993,XYZ456,Crimson,Electric,Manual,4640,243,95,95,1/6/2014,2/15/2011,Active
Mitsubishi,Mighty Max,1993,DEF789,Goldenrod,Electric,Manual,7846,110,63,63,7/7/2004,10/13/2010,Active
Audi,TT,2004,XYZ456,Puce,Gasoline,Manual,5907,297,85,74,5/9/2013,6/15/2019,Active
Jeep,Commander,2006,DEF789,Turquoise,Electric,Manual,1757,103,93,61,4/3/2007,11/18/2009,Inactive
Toyota,Xtra,1994,XYZ456,Mauv,Gasoline,Manual,7740,224,82,79,6/15/2015,10/5/2008,Inactive
Cadillac,Escalade,2007,DEF789,Violet,Diesel,Automatic,5820,117,63,82,1/30/2010,4/11/2021,Active
BMW,X5 M,2011,DEF789,Orange,Electric,Manual,2267,132,60,60,4/7/2009,4/4/2008,Active
Acura,TL,2002,DEF789,Khaki,Diesel,Manual,8057,165,99,83,1/22/2010,7/6/2006,Active
Aptera,2e,2009,ABC123,Fuscia,Gasoline,Automatic,3181,212,61,58,6/2/2001,6/2/2002,Active
Toyota,Corolla,2005,ABC123,Mauv,Diesel,Manual,2527,225,100,60,1/19/2009,2/26/2015,Active
Audi,R8,2010,DEF789,Khaki,Diesel,Automatic,4775,209,69,77,9/5/2011,2/7/2013,Inactive
Ford,Focus,2009,DEF789,Crimson,Electric,Manual,1351,134,95,91,3/19/2020,5/7/2010,Active
BMW,530,2003,DEF789,Green,Gasoline,Automatic,8907,289,52,75,3/27/2008,4/20/2004,Inactive
BMW,X6 M,2010,ABC123,Turquoise,Diesel,Manual,5496,268,68,62,5/20/2007,2/4/2007,Active
Volvo,S80,2004,DEF789,Violet,Diesel,Automatic,5641,172,83,60,10/16/2020,1/31/2010,Active
Subaru,Forester,2011,XYZ456,Pink,Electric,Manual,9993,275,73,93,11/26/2020,12/10/2014,Inactive
Mazda,CX-9,2010,XYZ456,Violet,Diesel,Automatic,9558,194,70,75,3/30/2000,4/19/2008,Inactive
Buick,Skylark,1990,ABC123,Fuscia,Diesel,Manual,1547,290,56,67,11/22/2015,5/18/2019,Inactive
Maserati,Biturbo,1984,XYZ456,Teal,Gasoline,Automatic,6002,107,89,59,4/8/2010,4/7/2016,Inactive
Geo,Prizm,1992,ABC123,Blue,Electric,Manual,1927,171,93,82,5/29/2007,7/9/2010,Active
Ford,F150,1996,DEF789,Khaki,Diesel,Automatic,9460,234,57,66,4/26/2005,3/1/2015,Inactive
Pontiac,Solstice,2008,DEF789,Maroon,Electric,Manual,5800,185,65,88,6/21/2018,3/29/2001,Active
Volkswagen,Tiguan,2009,DEF789,Maroon,Diesel,Automatic,6539,282,73,60,7/29/2001,2/9/2013,Active
Hummer,H2,2006,ABC123,Indigo,Diesel,Manual,6869,209,87,81,11/20/2009,8/18/2004,Inactive
Cadillac,DeVille,2001,DEF789,Puce,Diesel,Automatic,8028,165,54,73,9/25/2012,2/26/2018,Active
Lincoln,Town Car,1987,XYZ456,Blue,Electric,Automatic,5999,166,73,72,2/23/2022,9/28/2002,Active
Ford,F250,1994,XYZ456,Blue,Diesel,Automatic,4166,281,53,85,9/26/2005,4/21/2002,Active
Lexus,IS,2006,ABC123,Aquamarine,Electric,Manual,4955,176,68,83,8/21/2017,10/31/2019,Active
Studebaker,Avanti,1964,XYZ456,Mauv,Electric,Automatic,1313,257,83,100,5/28/2010,7/19/2017,Inactive
BMW,M5,2009,DEF789,Turquoise,Gasoline,Manual,8451,118,66,55,8/21/2004,12/17/2022,Inactive
Mitsubishi,3000GT,1992,DEF789,Pink,Electric,Manual,7368,108,79,86,12/5/2000,11/12/2022,Active
Subaru,Legacy,2005,DEF789,Puce,Diesel,Manual,9862,121,64,55,9/8/2010,1/31/2018,Active
Volkswagen,Passat,2003,DEF789,Maroon,Electric,Automatic,4823,131,97,88,12/12/2018,4/3/2011,Inactive
Lexus,IS,2003,DEF789,Goldenrod,Gasoline,Automatic,2733,286,73,57,7/28/2007,4/7/2021,Inactive
Mitsubishi,Chariot,1995,ABC123,Violet,Electric,Manual,8666,272,78,95,10/15/2013,8/22/2017,Inactive
Infiniti,QX,2007,ABC123,Pink,Diesel,Automatic,3676,209,90,54,11/25/2016,1/27/2004,Inactive
Volkswagen,New Beetle,1998,DEF789,Teal,Diesel,Manual,3128,144,66,73,7/8/2022,7/10/2003,Active
Suzuki,XL-7,2008,DEF789,Goldenrod,Diesel,Automatic,5656,204,98,68,1/16/2010,7/21/2002,Active
Mercedes-Benz,C-Class,2009,XYZ456,Mauv,Electric,Manual,1367,200,54,92,11/14/2016,6/1/2008,Active
Ford,Laser,1984,XYZ456,Fuscia,Gasoline,Manual,3263,162,61,93,10/23/2000,4/16/2000,Active
Chevrolet,Express 1500,2012,DEF789,Goldenrod,Electric,Manual,3744,155,84,67,5/1/2012,6/9/2016,Active
GMC,Suburban 1500,1997,ABC123,Puce,Gasoline,Manual,3854,270,59,89,11/29/2015,3/5/2005,Active
Chevrolet,Express 2500,2003,ABC123,Crimson,Electric,Manual,8448,222,93,54,7/22/2005,8/16/2020,Active
Dodge,Spirit,1992,DEF789,Orange,Gasoline,Automatic,4160,282,56,96,8/3/2006,1/10/2007,Inactive
Hyundai,Santa Fe,2001,ABC123,Khaki,Electric,Manual,2493,289,86,77,11/21/2011,6/3/2001,Active
Nissan,300ZX,1992,XYZ456,Maroon,Gasoline,Manual,6995,231,75,80,5/19/2022,5/16/2008,Inactive
Jeep,Compass,2012,DEF789,Turquoise,Electric,Automatic,4797,158,98,68,2/15/2004,6/14/2014,Active
Audi,S4,1992,XYZ456,Teal,Diesel,Manual,8628,201,82,87,6/8/2004,2/12/2003,Active
Dodge,Ram 1500,2006,DEF789,Orange,Diesel,Manual,2700,214,73,96,11/25/2010,12/9/2003,Inactive
GMC,Yukon XL 2500,2012,DEF789,Green,Gasoline,Manual,8787,100,97,81,11/15/2001,11/6/2007,Inactive
Lincoln,Continental,1999,DEF789,Puce,Diesel,Manual,4944,194,66,64,6/2/2002,12/16/2006,Active
Volkswagen,Touareg,2010,XYZ456,Orange,Diesel,Manual,5272,232,57,57,8/18/2014,11/6/2016,Active
Dodge,Ram Van 3500,2002,XYZ456,Aquamarine,Gasoline,Manual,5103,166,96,71,6/25/2008,3/5/2005,Active
Chevrolet,Corsica,1994,ABC123,Yellow,Gasoline,Automatic,3014,198,76,67,1/19/2001,10/26/2008,Active
Volkswagen,Type 2,1985,DEF789,Indigo,Gasoline,Manual,2848,129,88,61,8/6/2018,1/17/2011,Active
Mercedes-Benz,S-Class,1988,DEF789,Turquoise,Electric,Automatic,7687,238,54,77,8/20/2009,12/27/2000,Active
GMC,Sonoma Club,1992,ABC123,Crimson,Electric,Automatic,9362,213,55,76,10/5/2016,7/6/2014,Active
Saab,9-3,2008,DEF789,Turquoise,Electric,Automatic,2469,137,72,51,12/8/2022,6/15/2007,Active
Ferrari,F430,2008,ABC123,Orange,Gasoline,Automatic,7908,190,91,59,12/8/2010,7/31/2019,Active
Lincoln,Navigator,1998,XYZ456,Yellow,Gasoline,Automatic,2125,209,60,70,7/1/2003,1/18/2008,Active
Ford,Expedition EL,2010,XYZ456,Mauv,Electric,Manual,8283,203,71,73,6/3/2010,6/4/2017,Inactive
Lotus,Esprit,2000,ABC123,Goldenrod,Gasoline,Manual,9297,268,92,100,6/15/2009,5/25/2015,Inactive
Chevrolet,Express 1500,2001,DEF789,Pink,Diesel,Automatic,5189,244,93,68,10/28/2010,4/6/2014,Inactive
Audi,Cabriolet,1997,DEF789,Violet,Electric,Automatic,1435,296,68,76,9/1/2004,1/8/2015,Inactive
Ford,Flex,2012,ABC123,Indigo,Diesel,Automatic,9878,244,51,78,1/4/2013,9/19/2003,Active
Kia,Optima,2010,ABC123,Khaki,Diesel,Manual,6455,183,51,87,10/8/2009,7/10/2008,Active
Cadillac,STS,2008,ABC123,Mauv,Diesel,Manual,1289,222,68,59,11/10/2014,2/24/2004,Active
BMW,5 Series,2008,XYZ456,Aquamarine,Electric,Automatic,6332,172,79,75,2/26/2003,11/28/2019,Inactive
Mitsubishi,3000GT,1995,DEF789,Fuscia,Gasoline,Manual,2720,219,99,100,1/15/2019,2/8/2016,Active
Cadillac,Seville,1996,DEF789,Teal,Electric,Manual,9289,116,94,81,12/3/2008,9/19/2006,Inactive
Volkswagen,Eos,2012,XYZ456,Turquoise,Electric,Manual,3251,133,68,78,11/13/2004,10/13/2007,Active
Ford,Ranger,2001,XYZ456,Purple,Gasoline,Manual,4503,289,82,92,12/10/2001,12/4/2013,Inactive
Mercedes-Benz,SLR McLaren,2006,ABC123,Khaki,Electric,Manual,2187,116,79,73,7/18/2003,1/27/2014,Active
Infiniti,J,1994,DEF789,Violet,Electric,Automatic,7977,129,83,86,5/9/2009,6/1/2010,Active
GMC,Yukon,2008,XYZ456,Mauv,Electric,Manual,5287,130,92,91,11/6/2006,1/30/2017,Active
Saturn,S-Series,1996,XYZ456,Maroon,Gasoline,Automatic,1448,253,73,69,4/16/2009,6/4/2000,Active
Pontiac,Bonneville,2000,DEF789,Indigo,Electric,Manual,6917,101,70,59,9/3/2013,4/11/2011,Inactive
Chevrolet,Caprice,1977,ABC123,Violet,Electric,Automatic,1526,175,86,69,3/8/2020,10/11/2011,Active
Mitsubishi,Pajero,2004,XYZ456,Aquamarine,Gasoline,Manual,1038,272,55,90,4/15/2022,9/27/2011,Active
Ford,Aspire,1994,DEF789,Mauv,Diesel,Manual,1809,197,84,62,2/7/2006,6/24/2007,Active
Buick,Terraza,2005,XYZ456,Teal,Electric,Automatic,9173,124,81,68,7/9/2004,11/11/2011,Inactive
Audi,Coupe Quattro,1990,DEF789,Green,Gasoline,Automatic,4952,108,88,91,11/1/2013,6/2/2010,Inactive
Buick,Skylark,1991,ABC123,Fuscia,Gasoline,Manual,9445,274,75,76,3/31/2009,3/12/2015,Inactive
Dodge,Ram Van B350,1992,DEF789,Crimson,Diesel,Manual,8579,272,60,51,2/9/2007,3/26/2020,Active
Ford,Mustang,2010,DEF789,Violet,Gasoline,Manual,2680,211,58,86,11/11/2016,9/21/2005,Inactive
Lexus,LS,2012,XYZ456,Yellow,Gasoline,Automatic,8581,211,72,98,9/17/2008,11/2/2005,Active
Kia,Optima,2011,XYZ456,Pink,Gasoline,Automatic,8074,195,87,72,6/3/2022,9/8/2016,Active
Dodge,Ram 3500,2000,ABC123,Turquoise,Gasoline,Manual,6953,272,77,57,9/15/2013,11/16/2006,Active
Mercedes-Benz,W126,1981,ABC123,Mauv,Diesel,Automatic,2038,200,73,84,5/11/2006,8/25/2017,Inactive
Dodge,Charger,1968,XYZ456,Goldenrod,Gasoline,Manual,4807,300,86,99,12/25/2017,6/10/2022,Active
Chevrolet,Lumina,2001,ABC123,Yellow,Diesel,Automatic,6896,183,75,57,8/27/2007,5/8/2019,Active
Mazda,MX-3,1992,ABC123,Mauv,Electric,Automatic,4432,155,54,78,9/1/2013,9/12/2001,Inactive
Nissan,Murano,2005,ABC123,Pink,Gasoline,Manual,8884,268,57,93,10/13/2022,8/20/2015,Inactive
BMW,M3,2005,XYZ456,Red,Gasoline,Manual,4440,161,72,97,8/2/2012,8/11/2021,Inactive
Mitsubishi,Outlander,2009,XYZ456,Aquamarine,Electric,Automatic,2137,159,100,62,7/26/2018,12/20/2001,Inactive
Chrysler,Concorde,2002,ABC123,Indigo,Gasoline,Manual,4015,176,70,99,9/15/2002,9/18/2000,Inactive
Chevrolet,Monte Carlo,1973,ABC123,Puce,Electric,Automatic,8505,268,100,99,4/5/2011,8/2/2014,Active
Pontiac,Grand Prix,1990,ABC123,Puce,Diesel,Automatic,3110,100,90,50,2/27/2007,8/4/2012,Inactive
Buick,Terraza,2007,DEF789,Indigo,Gasoline,Manual,1829,130,73,70,5/27/2008,3/3/2021,Active
Infiniti,JX,2013,ABC123,Maroon,Electric,Automatic,1112,171,55,97,8/29/2005,2/18/2021,Active
Porsche,Cayman,2006,XYZ456,Purple,Gasoline,Manual,5134,152,77,65,12/4/2016,6/3/2005,Inactive
Mazda,RX-8,2008,XYZ456,Puce,Electric,Manual,7675,128,84,73,3/10/2015,12/5/2014,Active
Toyota,Land Cruiser,1998,DEF789,Pink,Diesel,Automatic,2113,238,52,83,6/14/2017,3/26/2018,Active
Mazda,626,1997,ABC123,Puce,Gasoline,Manual,2933,179,95,78,8/11/2004,10/20/2021,Active
Mercedes-Benz,C-Class,2001,ABC123,Pink,Diesel,Manual,4850,283,94,83,5/9/2010,12/10/2003,Active
Ford,Five Hundred,2005,ABC123,Aquamarine,Diesel,Automatic,9823,239,88,64,9/20/2020,9/5/2020,Inactive
Dodge,Ram 2500,2005,XYZ456,Green,Diesel,Automatic,2744,241,57,91,5/16/2011,3/27/2008,Active
Jaguar,XJ Series,1993,DEF789,Maroon,Diesel,Automatic,6102,125,72,65,12/1/2021,11/24/2017,Inactive
Audi,90,1995,XYZ456,Green,Gasoline,Manual,2469,232,71,94,3/24/2016,9/13/2006,Active
GMC,Yukon,1999,XYZ456,Red,Diesel,Manual,7425,126,91,76,12/11/2005,6/20/2014,Active
Dodge,Daytona,1992,DEF789,Green,Gasoline,Automatic,7617,230,82,65,8/28/2018,11/6/2009,Inactive
Ford,Thunderbird,1995,XYZ456,Puce,Diesel,Manual,7874,166,52,93,4/28/2002,6/12/2006,Active
Porsche,911,1993,XYZ456,Violet,Gasoline,Manual,8325,148,74,67,2/8/2017,5/29/2017,Active
Jaguar,XJ Series,1994,DEF789,Crimson,Gasoline,Automatic,3915,220,74,93,7/16/2014,2/22/2004,Inactive
Ford,Probe,1993,ABC123,Purple,Electric,Manual,4151,229,55,58,1/27/2015,6/23/2002,Active
Buick,Regal,1991,ABC123,Red,Diesel,Automatic,5176,116,68,99,10/14/2010,9/29/2018,Active
Lincoln,MKT,2013,DEF789,Green,Electric,Manual,4991,130,53,97,2/25/2015,6/1/2007,Active
Dodge,Viper,2001,DEF789,Crimson,Electric,Manual,8255,165,51,72,12/22/2021,2/25/2014,Inactive
Chevrolet,Express 2500,2008,DEF789,Yellow,Diesel,Automatic,1310,288,51,55,7/6/2022,7/22/2019,Inactive
Volkswagen,Type 2,1989,XYZ456,Fuscia,Diesel,Automatic,8192,231,71,89,12/27/2004,2/18/2014,Inactive
Ford,Econoline E250,1992,DEF789,Purple,Electric,Manual,3673,187,73,75,8/20/2006,5/12/2002,Active
Toyota,4Runner,2005,ABC123,Puce,Diesel,Manual,5191,122,84,72,5/7/2007,3/27/2015,Active
Ford,EXP,1985,ABC123,Purple,Electric,Manual,6057,270,69,99,7/15/2020,12/30/2006,Inactive
Suzuki,SJ,1989,XYZ456,Aquamarine,Gasoline,Manual,9290,252,91,73,1/22/2004,11/8/2017,Active
Hyundai,Azera,2010,DEF789,Teal,Gasoline,Automatic,9138,196,65,66,8/1/2022,8/3/2017,Active
Buick,Riviera,1979,DEF789,Khaki,Diesel,Manual,9249,190,57,64,4/28/2005,10/23/2004,Active
Lamborghini,Diablo,1993,ABC123,Puce,Gasoline,Automatic,2339,237,53,82,11/15/2009,5/22/2003,Inactive
Lincoln,Town Car,2001,DEF789,Pink,Diesel,Manual,1258,225,70,96,7/23/2006,2/22/2008,Inactive
Pontiac,Grand Prix,2001,DEF789,Fuscia,Gasoline,Manual,8961,180,79,93,6/14/2011,3/14/2022,Inactive
Ford,Econoline E250,2002,DEF789,Red,Diesel,Automatic,9973,174,97,63,7/10/2000,10/25/2020,Active
Pontiac,Torrent,2008,XYZ456,Yellow,Electric,Manual,1538,144,96,66,8/27/2013,9/18/2003,Active
Lotus,Exige,2010,DEF789,Turquoise,Gasoline,Manual,3213,131,74,80,1/20/2009,8/23/2015,Active
GMC,3500 Club Coupe,1994,ABC123,Red,Diesel,Manual,5407,279,57,52,11/1/2017,6/17/2006,Active
Chrysler,Town & Country,1998,DEF789,Aquamarine,Electric,Automatic,8147,218,91,70,3/22/2008,12/24/2009,Active
Mitsubishi,Eclipse,1989,ABC123,Yellow,Gasoline,Automatic,9761,272,70,67,11/4/2006,11/21/2010,Active
Ford,Taurus,1997,XYZ456,Green,Electric,Automatic,5294,189,81,50,7/9/2003,12/3/2011,Active
Chevrolet,Suburban 2500,1995,DEF789,Orange,Diesel,Automatic,5556,140,65,71,6/11/2001,1/13/2013,Active
Mazda,B-Series,1991,ABC123,Mauv,Gasoline,Manual,3194,207,51,58,12/23/2014,12/5/2021,Active
Mazda,MX-5,2011,ABC123,Red,Electric,Automatic,4689,254,100,68,1/1/2022,9/3/2011,Inactive
GMC,Safari,2004,DEF789,Orange,Gasoline,Automatic,5634,212,51,92,5/22/2004,2/23/2014,Active
Mercury,Milan,2007,DEF789,Green,Gasoline,Manual,1508,140,78,70,4/25/2007,5/18/2018,Active
Chevrolet,2500,1998,ABC123,Teal,Diesel,Automatic,9564,243,93,88,5/20/2005,11/7/2003,Active
GMC,Acadia,2010,DEF789,Pink,Electric,Automatic,1148,242,66,61,9/24/2010,7/3/2015,Inactive
Lexus,GX,2012,ABC123,Mauv,Electric,Manual,4826,228,62,51,5/22/2021,4/9/2007,Active
Toyota,Venza,2010,ABC123,Blue,Electric,Manual,5367,153,65,92,3/17/2008,7/21/2009,Active
Chrysler,Town & Country,2006,ABC123,Crimson,Diesel,Manual,7832,192,59,68,10/17/2003,2/22/2005,Inactive
Chevrolet,Express 2500,2010,DEF789,Mauv,Gasoline,Automatic,9037,279,97,59,10/25/2022,4/5/2013,Active
GMC,Vandura 2500,1993,ABC123,Orange,Gasoline,Automatic,7764,293,56,63,10/31/2019,3/10/2018,Active
Lincoln,Town Car,1989,ABC123,Orange,Electric,Automatic,9113,287,94,53,8/23/2011,11/20/2018,Active
Mercury,Villager,2001,ABC123,Blue,Diesel,Automatic,4030,267,68,84,2/4/2003,7/10/2021,Active
Lexus,LX,1997,XYZ456,Aquamarine,Gasoline,Automatic,8088,281,72,94,10/4/2021,9/2/2002,Inactive
Subaru,Legacy,2004,ABC123,Goldenrod,Electric,Manual,1961,176,72,58,2/17/2002,6/30/2009,Active
Chevrolet,Silverado 1500,2005,ABC123,Maroon,Diesel,Automatic,6718,181,91,73,10/16/2020,12/15/2001,Active
BMW,X5,2004,DEF789,Aquamarine,Diesel,Automatic,1788,187,80,51,1/1/2007,9/20/2019,Inactive
GMC,Rally Wagon 3500,1994,DEF789,Teal,Diesel,Automatic,4548,275,85,59,9/26/2021,10/26/2000,Active
MINI,Cooper,2012,XYZ456,Crimson,Diesel,Manual,1835,116,66,97,11/27/2004,4/1/2016,Active
Honda,CR-V,2004,XYZ456,Maroon,Gasoline,Automatic,5619,164,61,50,3/29/2001,1/10/2002,Inactive
Ford,Contour,1997,ABC123,Yellow,Electric,Automatic,2840,249,85,96,6/11/2017,5/30/2010,Inactive
Buick,Skylark,1997,DEF789,Yellow,Gasoline,Manual,7330,261,66,82,3/23/2018,10/21/2009,Active
Cadillac,DeVille,1997,DEF789,Crimson,Electric,Automatic,8653,134,81,70,2/27/2004,2/16/2005,Inactive
Subaru,Tribeca,2008,XYZ456,Green,Gasoline,Manual,8453,184,93,85,3/22/2005,3/16/2013,Active
Audi,RS6,2003,DEF789,Goldenrod,Diesel,Manual,6029,168,52,64,10/28/2003,12/16/2000,Active
Suzuki,Grand Vitara,2011,DEF789,Blue,Gasoline,Automatic,6919,171,99,79,8/8/2006,7/23/2002,Active
Isuzu,Ascender,2006,XYZ456,Goldenrod,Diesel,Manual,2780,279,58,63,4/3/2019,12/6/2000,Inactive
Pontiac,Sunbird,1993,XYZ456,Goldenrod,Electric,Manual,2301,146,87,94,5/19/2021,8/19/2015,Inactive
GMC,Safari,2002,ABC123,Green,Electric,Automatic,6470,178,86,52,4/2/2001,5/8/2007,Inactive
Chevrolet,Cavalier,2005,DEF789,Khaki,Gasoline,Automatic,7751,295,81,87,5/22/2008,4/16/2018,Active
Mitsubishi,Montero,2000,DEF789,Orange,Electric,Automatic,9941,147,71,66,8/24/2022,3/6/2021,Active
Mercedes-Benz,CLK-Class,2000,XYZ456,Red,Electric,Automatic,9535,201,70,93,3/23/2015,4/10/2011,Inactive
Chevrolet,Corsica,1996,DEF789,Red,Electric,Automatic,3501,214,72,52,9/9/2006,10/16/2004,Inactive
Nissan,Sentra,1992,ABC123,Yellow,Electric,Manual,8636,285,50,75,10/2/2019,1/16/2022,Active
Chevrolet,Corvette,1969,DEF789,Green,Gasoline,Automatic,5287,256,90,69,7/19/2004,5/23/2014,Active
Ford,Freestyle,2005,XYZ456,Maroon,Electric,Manual,1976,240,62,71,6/13/2012,10/20/2002,Active
Audi,S8,2009,ABC123,Fuscia,Diesel,Manual,9770,137,66,95,6/1/2019,10/18/2003,Active
Pontiac,Grand Prix,2001,XYZ456,Aquamarine,Diesel,Manual,8729,279,62,87,8/22/2021,2/19/2001,Active
Honda,Prelude,1995,DEF789,Pink,Gasoline,Manual,8590,153,55,92,1/16/2003,4/20/2021,Active
Chrysler,New Yorker,1992,ABC123,Puce,Gasoline,Manual,7072,153,63,79,8/28/2019,10/14/2004,Inactive
Mercedes-Benz,S-Class,2004,DEF789,Puce,Gasoline,Manual,2727,274,65,97,7/11/2001,12/23/2015,Active
Honda,S2000,2005,DEF789,Blue,Electric,Automatic,2797,285,52,59,3/26/2011,10/29/2018,Active
Chevrolet,Avalanche,2007,ABC123,Khaki,Diesel,Manual,9389,220,80,94,2/21/2010,3/17/2003,Active
Ford,Tempo,1987,XYZ456,Indigo,Gasoline,Automatic,8386,133,88,58,8/18/2000,4/18/2021,Active
Ford,Tempo,1994,XYZ456,Goldenrod,Gasoline,Automatic,4545,122,55,56,8/2/2011,1/6/2012,Active
Volvo,V50,2005,DEF789,Orange,Diesel,Automatic,4303,266,77,59,1/6/2012,7/23/2015,Active
Hyundai,Tiburon,2007,DEF789,Red,Electric,Manual,9550,186,94,93,9/6/2013,10/14/2019,Active
Mazda,MX-5,1996,DEF789,Yellow,Electric,Automatic,9112,134,76,90,4/18/2010,5/24/2021,Inactive
Cadillac,Escalade EXT,2008,XYZ456,Maroon,Gasoline,Automatic,1207,214,66,61,11/12/2005,6/18/2016,Inactive
Ford,Ranger,1990,DEF789,Teal,Diesel,Manual,8026,108,66,91,9/10/2018,3/21/2008,Active
Subaru,XT,1986,DEF789,Yellow,Gasoline,Manual,3909,148,79,90,11/14/2000,1/24/2015,Active
Toyota,Xtra,1993,DEF789,Violet,Diesel,Automatic,4534,277,96,67,9/9/2008,3/20/2007,Active
Cadillac,Eldorado,1992,XYZ456,Pink,Electric,Automatic,5133,234,52,78,8/26/2017,10/3/2020,Active
Mitsubishi,Galant,2010,DEF789,Green,Gasoline,Manual,3908,267,75,50,6/22/2005,5/6/2020,Active
Mitsubishi,Diamante,2005,ABC123,Crimson,Diesel,Manual,3755,132,78,82,4/18/2017,8/27/2003,Inactive
BMW,Z4,2005,XYZ456,Teal,Electric,Automatic,5497,180,87,55,5/12/2020,5/11/2002,Active
Chevrolet,Corvette,1969,ABC123,Teal,Gasoline,Manual,3023,208,75,94,9/23/2017,12/21/2007,Active
Ford,Taurus X,2009,XYZ456,Crimson,Electric,Automatic,9796,249,64,96,10/1/2016,7/17/2016,Inactive
Dodge,Ram,1994,XYZ456,Yellow,Diesel,Manual,1110,162,77,87,5/8/2003,7/5/2007,Active
Lexus,GS,1994,XYZ456,Pink,Diesel,Manual,4353,188,90,59,7/13/2005,5/18/2017,Active
